Work ID,Title,Credit(Different PN),First published,First published in,evaluation,review
33188,Final Ties serialization endedFinal Ties; Final Ties;;Final Ties Final Ties Final Ties,(Kimoto Inaba),1996,Young King Ours,0,
32781,"Fuun!! Scandal Shot Special ""Check"" Manga ☆Hey you, don't get too excited about ""checking""☆One-shot, adult rated;;;Fuun Scandal Shot;Fuun Scandal Shot;Special ""Check"" Manga ☆Hey you, don't get too excited about ""checking""☆;Fuun!! Scandal Shot Fuun Scandal Shot Fuun Scandal Shot",(R. Koga Isao),,Magazine data unknown/unregistered,0,
32780,POLICE STORY in CHIBAOne-shotAdult rated;;;;POLICE STORY in CHIBA;POLICE STORY in CHIBA;POLICE STORY in CHIBA POLICE STORY in CHIBA POLICE STORY in CHIBA,(R. Koga Isao),,Magazine data unknown/unregistered,0,
32778,Monday is NicedayOne-shotAdult rated;;;;Monday is Niceday;Monday is Niceday;Monday is Niceday Monday is Niceday Monday is Niceday Monday is Niceday,(R. Koga Isao),,Magazine data unknown/unregistered,0,
32782,LET'S Guard ING! One-shot adult-rated Let's Cave Being; LET'S Guard ING! Let's Cave Being Let's Cave Being,(R. Koga Isao),,Magazine data unknown/unregistered,0,
36618,Tsukumimi series end representative creator designation;;;;Tsukumimi;Tsukumimi Tsukumimi Tsukumimi,(R Koga),,COMIC XO,0,
32594,Summer fruits of summerAdult designated Summer fruits of summer,(R Koga),,,0,
32611,Adult designated,(R Koga),,,0,
32601,"That lie, that lie, adult rated;;;; that lie, that lie, that lie, that lie, that lie, that lie, that lie",(R Koga),,,0,
84135,Kiyomi-chan of the apartmentAdult-only Kiyomi-chan of the apartment;Kiyomi-chan of the apartment;;Kiyomi-chan of the apartmentKiyomi-chan of the apartment,(R Koga),,,0,
32605,Rain shelter Adult rated;;;; Rain shelter; Amayadori; Rain shelter Amayadori Amayadori,(R Koga),,,0,
32571,Rain and Sunny Days Adults only;;;;; Rain and Sunny Days; Amenochihare; Rain and Sunny Days Amenochihare Amenochihare,(R Koga),,,0,
32588,"Aya, I won't give up! Adults only;;;; Aya, I won't give up!; I won't give up; I won't give up, I won't give up, I won't give up",(R Koga),,,0,
84118,Arigato no gisikiOne-shotAdult-rated Arigato no gisiki; Arigato no gishiki;;Arigato no gishiki Arigato no gishiki,(R Koga),2013,Comic Mashou,0,
32657,"A certain form of love, adult rated;;;;; A certain form of love; A certain form of love; A certain form of love, A certain form of love",(R Koga),1999,COMIC COFFEE BREAK,0,
32649,Suddenly Blonde Sister One-shot Adult rated;;;;;Suddenly Kinpats Sister;Suddenly Blonde Sister;Suddenly Kinpats Sister Suddenly Kinpats Sister,(R Koga),,COMIC COFFEE BREAK,0,
84117,Thank you together One-shot Adult rating Thank you together; Thank you together; Thank you together Thank you together,(R Koga),2013,Comic Mashou,0,
32568,A dog's daily life Adult rated;;;;; A dog's daily life; A dog's daily life A dog's daily life,(R Koga),,,0,
32569,INNOCENT MEMORY Adults only;;;;;INNOCENT MEMORY;Innocent Memory Innocent Memory Innocent Memory,(R Koga),,,0,
32619,Adult-only for a little while;;;;; Just for a little while; Just for a little while; Just for a little while just for a little while just for a little while,(R Koga),,,0,
32642,Little sister...One-shot adult rated;;;;; little sister; little sister; little sister... little sister little sister,(R Koga),2001,Comic Momohime,0,
32620,Imouto Channel Adult rated;;;;; Imouto Channel; Imouto Channel; Imouto Channel Imouto Channel,(R Koga),,,0,
32616,My M-brother is for adults only;;;;;My M-brother;My M-brother;My M-brother My M-brother My M-brother,(R Koga),,,0,
32618,Sports day for adults only;;;;;Sports day;Sports day;Sports day,(R Koga),,,0,
32638,Let's celebrate! One-shot adult rating;;;;;Let's celebrate;Let's celebrate!;Oiwaisho Oiwaisho Celebrate,(R Koga),2001,Comic Momohime,0,
32593,It's no time for New Year's! Adults only;;;;; It's no time for New Year's; It's no time for New Year's!; Because New Year's Day is coming soon Because New Year's Day is coming soon,(R Koga),,,0,
32602,How to train your younger brother (Adults only);;;;How to train your younger brother;How to train your younger brother;How to train your younger brother;How to train your younger brother;How to train your younger brother,(R Koga),,,0,
32631,Oroshiman Adult rated;;;; Oroshiman; Oroshiman Oroshiman Oroshiman,(R Koga),,,0,
32561,After the hot springs are hot; after the hot springs are hot; after the hot springs are hot; after the hot springs are hot; after the hot springs are hot,(R Koga),,,0,
84133,Return of the Zashiki Warashi of the Southern IslandsAdult-rated Return of the Zashiki Warashi of the Southern Islands; Return of the Minami-shima no Zashiki Warashi;; Return of the Minami-shima no Zashiki Warashi Kaettekita Minami-shima no Zashiki Warashi Return of the Minami-shima no Zashiki Warashi,(R Koga),,,0,
32582,Fruit Sisters Fighting Chronicles Adults Only;;;;KajitsushimaiFunsenki;KajitsushimaiFunsenki;Fruit Sisters Fighting Chronicles KajitsushimaiFunsenki KajitsushimaiFunsenki,(R Koga),,,0,
32622,Duct tape for adults only;;;;Dumb tape;Dumb tape Duct tape Duct tape,(R Koga),,,0,
32584,Educational training for adults only;;;;;Educational training;Educational training;Educational training;Educational training;Educational training;Educational training;Educational training,(R Koga),,,0,
32614,Brother and sister but act like strangers (Adults only),(R Koga),,,0,
32630,"Metal penis, adult rated;;;;;;metal penis;metal penis, metal penis, metal penis",(R Koga),,,0,
32600,Stepsister (Adult),(R Koga),,,0,
18568,Cosplay detective serialization ended;;;;;Cosplay big;Cosplay big;Cosplay detective Cosplay big Cosplay big,(Kimoto Inaba),1997,Young King Ours,0,
32570,"Although it's a kitten, it's an adult designation Although it's a kitten;",(R Koga),,,0,
32572,Kitten's Lullaby Adult rated;;;;;Kitten's Lullaby;Kitten's Lullaby;Kitten's Lullaby Kitten's Lullaby,(R Koga),,,0,
32566,"Sunshine through the trees, adult rated;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;",(R Koga),,,0,
32591,Tanning party (for adults only) ;;;;; Tanning party; Tanning party; Tanning party Tanning party Tanning party Tanning party,(R Koga),,,0,
32634,Tonight is Yamada. One-shot adult rating;;;;;Tonight is Yamada;Konya Ga Yamada;Tonight is Yamada. Konya Ga Yamada Tonight is Yamada,(R Koga),2001,Comic Momohime,0,
32564,Give me a treat.... Adults only;;;;; Give me a treat; Give me a treat...;Please give me a treat Please give me a treat,(R Koga),,,0,
32567,Sorry... Adult content;;;; Sorry; Sorry... ; Sorry sorry sorry,(R Koga),,,0,
32627,Saya is fine. Adults only;;;;;;Saya is fine;Saya is fine;Saya is fine. Saya is fine Saya is fine,(R Koga),,,0,
17645,Sample Me PleaseSerialization endedAdult ratedSample Me Please;Sample Me Please;;Sample Me Please Sample Me Please Sample Me Please Sample Me Please,(R Koga),the year of 2000,Comic Paradise,0,
32603,Spawning Morning Adult Only;;;; Sanran Morning; Sanran Morning; Spawning Morning Sanran Morning Sanran Morning,(R Koga),,,0,
32629,Happy Family Game Adult rated;;;;;;Happy Family Game;Happy Family Game;Happy Family Game Happy Family Game,(R Koga),,,0,
33187,Thoughts in Memories Adults only Thoughts in; Memories; Memories; Memories; Memories Memories Memories,(R Koga),,,0,
84134,Homework is no masturbation. Adult designated homework is no masturbation.,(R Koga),,,0,
32623,Ward for girls.,(R Koga),,Comic Momohime,0,
32628,"New dear little sister, adult rated;;;;;;new dear little sister;new dear little sister, new dear little sister, new dear little sister",(R Koga),,,0,
32587,THE INTRESTED PARTIES Adults only;;;;;THE INTRESTED PARTIES; The Interested Parties The Interested Parties The Interested Parties,(R Koga),,,0,
32562,"Between passion, love and desire (Adult rated);;;;;;Between passion, love and desire;Between passion, love and desire Between passion, love and desire",(R Koga),,,0,
32607,Actress girl adult designation;;;; Actress girl; Actress girl Actress girl Adult designation,(R Koga),,,0,
32604,Switch adult designated;;;SWITCH;swiitch;switch switch swiitch,(R Koga),,,0,
32647,STILL ALIVE one-shot adult rated;;;;;; STILL ALIVE; STILL ALIVE STILL ALIVE STILL ALIVE,(R Koga),1999,COMIC COFFEE BREAK,0,
32640,Cicada's voice Adult rated;;;;; Cicada's voice; Seminokoe; Cicada's voice Seminokoe Seminokoe,(R Koga),,,0,
32624,No entry allowed sex base Adult designated No entry allowed sex base;Tachi-IrikinshinoEcchiKichi;;Tachi-IrikinshinoEcchiKichi Tachi-IrikinshinoEcchiKichi,(R Koga),,Comic MANA,0,
84124,Dash & Sex One-shot Adult Dash & Sex; Dash and Sex;; Dash and Sex Dash and Sex Dash and Sex,(R Koga),year 2012,Comic Mashou,0,
32583,"Damte, adult rated;;;;damte;damte, damte, damte",(R Koga),,,0,
32585,Small adventure Adult rated;;;;;; Small adventure; Chiisanabouken; Small adventure Chiisanabouken Small adventure,(R Koga),,,0,
32632,Small auction itemOne-shotAdult rated;;;;;;Small auction item;Chitchana Rakusatsuhin;Small auction item Chitchanarakusatsuhin Small auction item,(R Koga),2001,Comic Momohime,0,
32590,Twin Prug-inAdult Specific;;;;;Twin Prug-in;Twin Prug-in;Twin Prug-in Twin Prug-in Twin Prug-in,(R Koga),,,0,
32563,ConnectionsAdult designated;;;;;Connections;Connections;Connections Connections Connections,(R Koga),,,0,
32609,Call me a wife! Serialization ended. Adults only. Call me a wife! Call me a wife! Call me a wife! Call me a wife!,(R Koga),,Comic Momohime,0,
32635,I want to be strong. Serialization ended. Adults only. I want to be strong. I want to be strong. I want to be strong.,(R Koga),2002,Comic Momohime,0,
32606,TAKEN OUT (Adults only),(R Koga),,,0,
32589,Staying up all night studying slurping slurping (Adults only) ;;;;; Tetsuya studying slurping slurping; Tetsuya studying slurping slurping slurping; Staying up all night studying tetsuya studying slurping slurping,(R Koga),,,0,
32656,Door to HeavenOne-shotAdult-rated Door to Heaven;Tengokuhenotobira;;Tengokuhenotobira Tengokuhenotobira Tengokuhenotobira,(R Koga),1999,Young Penguin Comic Penguin Club Special Edition,0,
84136,Angel's bath Adult-only Angel's bath; Tenshino-ofuro;; Tenshi no ofuro Tenshino-ofuro Tenshi no ofuro,(R Koga),,,0,
32639,DOLL PLAY Adults only;;;;;DOLL PLAY;Doll Play;Doll Play Doll Play Doll Play,(R Koga),,,0,
32586,A secret sleepover party for adults only;;;;; A secret sleepover party; A secret sleepover party; A secret sleepover party; A secret sleepover party A secret sleepover party,(R Koga),,,0,
32617,Summer farewell partyOne-shotAdult rated;;;;;;Summer farewell party;Summer farewell party Natsunoowakarekai Summer farewell party,(R Koga),2004,"Hinakan Hi! ""COMIC Tenma"" special edition",0,
84123,Nantettatte Jr. RivalOne-shotAdult ratingNantettatte Jr. Rival;Nantettatte Junior Rival;;Nantettatte Juniarribaru Nantettatte Juniarribaru Nantettatte Juniarribaru,(R Koga),year 2012,Comic Mashou,0,
32626,With Nya-tan☆Serialization endedAdult rated;;;;With Nya-tan;With Nya-tan☆;With Nya-tan;With Nya-tan;With Nya-tan;With Nya-tan;With Nya-tan,(R Koga),2002,Comic Momohime,0,
32615,Slimy punishment game Adult rated;;;;; Slimy punishment game; Slimy punishment game Slimy punishment game Slimy punishment game,(R Koga),,,0,
32613,Cats and forever Adults only;;;;; Cats and forever; Cat Toys Mademo; Cats and forever Cat Toys Mademo Cats and forever,(R Koga),,,0,
32599,Happy Happy Birthday Adults Only;;;;Happy Happy Birthday;Happy Happy Birthday Happy Happy Birthday Happy Happy Birthday Happy Happy Birthday,(R Koga),,,0,
32650,HAPPY BIRTHDAYOne-shotAdult rated;;;;;HAPPY BIRTHDAY;Happy Birthday;Happy Birthday Happy Birthday Happy Birthday,(R Koga),the year of 2000,COMIC COFFEE BREAK,0,
32645,Unbridled Asahi One-shot Adult Rated Unbridled Asahi; Hadome no nai Asahi;; Hadome no nai Asahi Hadome no nai Asahi,(R Koga),the year of 2000,COMIC COFFEE BREAK,0,
32592,PEAFORM ME HARD! Adult PEAFORM ME HARD!;Perform Me Hard;;Perform Me Hard Perform Me Hard,(R Koga),,,0,
100902,The abused classroom ~ the feast of the lustful girls ~ Adult abused classroom; abused classroom; ~ the feast of the lustful girls ~; abused classroom abused classroom,(R Koga),,,0,
32610,"Mr. Sheep was watching, adult rated;;;; Mr. Sheep was watching; Mr. Sheep was watching, Mr. Sheep was watching, Mr. Sheep was watching",(R Koga),,,0,
84126,Pre-release Little Devil Sleeping Demon & Lewd Dream One-shot Adult Rating Pre-release Little Devil Sleeping Demon & Lewd Dream; Pre-release Little Devil Ima and Inn;; Pre-release Little Devil Ima and Inn Pre-release Little Devil Ima and Inn,(R Koga),year 2012,Comic Mashou,0,
84127,New Little Devil Sleepy Demon & Lewd Dream ~2012 Winter~One-shotAdult-rated New Little Devil Sleepy Demon & Lewd Dream;New Little Devil Sleepy Demon & Lewd Dream;;~2012 Winter~;2012 Winter;New Little Devil Sleepy Demon & Lewd Dream;2012 Winter New Little Devil Sleepy Demon & Lewd Dream;2012 Winter;New Little Devil Sleepy Demon & Lewd Dream;2012 Winter;New Little Devil Sleepy Demon & Lewd Dream;2012 Winter;New Little Devil Sleepy Demon & Lewd Dream;2012 Winter;New Little Devil Sleepy Demon & Lewd Dream;2012 Winter;New Little Devil Sleepy Demon & Lewd Dream;2012 Winter;New Little Devil Sleepy Demon & Lewd Dream;2012 Winter;,(R Koga),year 2012,Comic Mashou,0,
84129,New Little Devil Sleepy Demon & Lewd Dream ~2015 Autumn~One-shotAdult-rated New Little Devil Sleepy Demon & Lewd Dream;New Little Devil Sleepy Demon & Lewd Dream;;~2015 Autumn~;2015 Autumn~;2015 Autumn;New Little Devil Sleepy Demon & Lewd Dream;2015 Autumn New Little Devil Sleepy Demon & Lewd Dream;2015 Autumn New Little Devil Sleepy Demon & Lewd Dream;2015 Autumn,(R Koga),2015,Comic Mashou,0,
84130,New Little Devil Sleepy Demon & Lewd Dream ~2017~One-shotAdult-rated New Little Devil Sleepy Demon & Lewd Dream;New Little Devil Sleepy Demon & Lewd Dream;;~2017~;2017;New Little Devil Sleepy Demon & Lewd Dream;2017 New Little Devil Sleepy Demon & Lewd Dream;2017 New Little Devil Sleepy Demon & Lewd Dream;2017 New Little Devil Sleepy Demon & Lewd Dream;2017 New Little Devil Sleepy Demon & Lewd Dream;2017,(R Koga),2017,Comic Mashou,0,
33188,Final Ties serialization endedFinal Ties; Final Ties;;Final Ties Final Ties Final Ties,(Kimoto Inaba),1996,Young King Ours,0,
32633,Fuko's After Story One-shot Adult Rating;;;;;Fuko's After Story;Fukonosonogo;Fuko's After Story Fukonosonogo Fukonosonogo,(R Koga),2001,Comic Momohime,0,
84128,Private Assistant with a New Little DevilOne-shotAdult-ratedPrivate Assistant with a New Little Devil;Private Assistant with a New Little Devil;;Private Assistant with a New Little DevilPrivate Assistant with a New Little DevilPrivate Assistant with a New Little DevilPrivate Assistant with a New Little DevilPrivate Assistant with a New Little Devil,(R Koga),2014,Comic Mashou,0,
32641,After School H Club serialization ended. Adult rated;;;;;; After School H Club; After School H Club After School H Club After School H Club,(R Koga),the year of 2000,Comic Momohime,0,
32651,My Own Cat Ear Maid One-shot Adult Rated My Own Cat Ear Maid; My Own Cat Ear Maid;; My Own Cat Ear Maid My Own Cat Ear Maid,(R Koga),1999,COMIC COFFEE BREAK,0,
32648,My Girlhood FriendOne-shotAdult My Girlhood Friend; My Girlhood Friend;;My Girlhood Friend My Girlhood Friend My Girlhood Friend,(R Koga),,COMIC COFFEE BREAK,0,
32612,"The festival music is coming from far away, adult only;;;;The festival music is coming from far away;Matsuribayashigatookunohode;The festival music is coming from far away, Matsuribayashigatookunohode, Matsuribayashigatookunohode",(R Koga),,,0,
32654,Manami's love. One-shot adult rated;;;;;Manami's love;Manami's love. ;Manaminoai Manaminoai Manaminoai,(R Koga),,Doujinshi,0,
32653,Manami's happiness. One-shot adult rated;;;;;Manami's happiness;Manami's happiness. ;Manaminoshiawase Manaminoshiawase Manami's happiness,(R Koga),,Doujinshi,0,
32655,Manami's kindness. One-shot adult rated;;;;;Manami's kindness;Manami's kindness. ;Manaminoyasashisa Manaminoyasashisa Manami's kindness,(R Koga),,Doujinshi,0,
32644,Poolside overflowing with waterOne-shotAdult rated Poolside overflowing with water; Mizuno Afureta Poolside;; Mizuno Afureta Poolside Mizuno Afureta Poolside Mizuno Afureta Poolside,(R Koga),the year of 2000,COMIC COFFEE BREAK,0,
84132,A Zashiki-warashi from a Southern Island (Adults Only) A Zashiki-warashi from a Southern Island; Minami no Shima kara Kitazashiki Warashi;; Minami no Shima kara Kitazashiki Warashi Minami no Shima kara Kitazashiki Warashi,(R Koga),,,0,
84131,Zashiki-warashi of the Southern Islands Adult-Rated Zashiki-warashi of the Southern Islands; Minami-no-shima no Zashiki-warashi;; Minami-no-shima no Zashiki-warashi Minami-no-shima no Zashiki-warashi,(R Koga),,,0,
32652,Kittens on the roofOne-shotAdult ratedKittens on the roof;Yanenouenokonekotachi;;Kittens on the roofYanenouenokonekotachi Kittens on the roof,(R Koga),1999,COMIC COFFEE BREAK,0,
84125,Yukinko One-shot Adult Snow Girl Yukinko Yukinko,(R Koga),2013,Comic Mashou,0,
32637,Dream itazura One-shot Adult rated;;;;; Dream itazura; Dream itazura Dream itazura Dream itazura,(R Koga),2002,Comic Momohime,0,
32608,Hugging chicks (Adults only) Hugging chicks; Hugging chicks; Hugging chicks Hugging chicks,(R Koga),,,0,
32636,YORIMICHIOne-shotAdult rated;;;;YORIMICHI;Yorimichi;Yorimichi Yorimichi Yorimichi,(R Koga),2001,Comic Momohime,0,
32565,Night Bear Adults Only;;;;; Night Bear; Night Bear; Night Bear Night Bear Night Bear,(R Koga),,,0,
32646,Rubing without LovingOne-shotAdult ratedRubbing without Loving;Loving without Loving;;Loving without Loving Loving without Loving Loving without Loving,(R Koga),the year of 2000,MANGA ZetuMan Absolute Satisfaction,0,
32625,Adults only;;;;Rikkouho;Rikkouho Rikkouho Rikkouho,(R Koga),,,0,
88097,Rape Master Adult Rape Master; Rape no Tatsujin Rape no Tatsujin Rape no Tatsujin,(eastbound),,,0,
26089,V WhistlingV Whistling,Original story (Shiro Tozaki) [Illustrations: Takumi Nagayasu],,,0,
26090,Ball speed 0.25 seconds Series end Ball speed 0.25 seconds,Original story (Sugi Shiro) [Illustrations: Mayuzuki Haruna],1970,Weekly Shonen Jump,0,
40728,"The series ""General of the Alps"" has ended. The series ""General of the Alps"" has ended.",Original story (Tozaki Shiro) [Illustrations: Temu Isao],1979,Monthly Shonen Challenge,0,
95334,Onga RiverEnd of serializationOnga River,(Tosaki Shiro),1977,Comic Guy,0,
5222,Astro Kyudan serialization ended;;;;Astro Kyudan;Astro Kyudan;Astro Kyudan Astro Kyudan,Original story (Tozaki Shiro) [Illustrations: Nakajima Tokuhiro],1972,Weekly Shonen Jump,4.4,5 cases
43455,Otokokiba series ended Otokokiba; Otokokiba; Otokokiba Otokokiba,(Tosaki Shiro),1978,LEED Comics,0,
18267,strait story;;;; strait story; strait story; strait story,Original story (Joe Shizuki) [Illustrations: Ishikawa Saburou],,MANGA Allman,0,
44293,Gyaanaka Heikichi series ended Gyaanaka Heikichi; Gyaanaka Heikichi;; Gyaanaka Heikichi Gyaanaka Heikichi,Original story (Tozaki Shiro) [Illustrations: Murai Kazutada],1977,Monthly Shonen Champion,0,
4557,K;;;;;K;K;K K K,Original story (Shiro Tozaki) [Illustrations: Jiro Taniguchi],,,Five,1
69326,White Hunter series ended White Hunter; Shiroi Hunter;; Shiroi Hunter Shiroi Kariudo Shiroi Hunter Shiroi Hunter,Original author (Tozaki Shiro) [: Kojima Kazumasa],1977,Weekly Shonen Jump,0,
26088,Sky Eagle;;;;;Sky Eagle;Sky Eagle Sky Eagle Sky Eagle,Original story (Tozaki Shiro) [Illustrations: Kawashima Yoshikazu],,,0,
9091,The Frontline of Youth;;;;The Frontline of Youth;The Frontline of Youth,Original story (Tozaki Shiro) [Illustrations: Hakusho Minoru],,,0,
36432,Nagare Tojiro Fighting Kiln serialization ended;;;; Nagare Tojiro Fighting Kiln; Nagare Tojiro Fighting Kiln; Nagare Tojiro Fighting Kiln Nagare Tojiro Fighting Kiln,Original story (Shiro Tozaki) [Illustrations: Big Joe],,Weekly Manga Goraku,0,
36,"The serialization of ""Hi ga Hashiru"" has ended. ""Hi ga Hashiru"" (Scarlet runs)",Original work (Joe Shizuki) [Manga: Aoiki Tetsuo],1992,Super Jump,0,
10654,Fighter Gen Series End Fighter Gen; Fighter Gen; Fighter Gen Fighter Maboroshi Fighter Gen Fighter Gen,Original story (Tozaki Shiro) [Illustration by Kurosaki Hitori],1975,Monthly Shonen Jump,0,
69121,"I'm going to kill you, ...",Original author (Tozaki Shiro) [: Temu Ko],,Dokkan V,0,
76221,Blanco Jinta one-shot Blanco Jinta; Blanco Jinta Blanco Jinta Blanco Jinta,Original work (Tozaki Shiro) [Manga: Kojima Masaharu],1979,Monthly Shonen Jump,0,
26086,The Hokuto no Kishi serialization ended The Hokuto no Kishi;Hokuto no Kishi;;Hokuto no Kishi Hokuto no Kishi,Original story (Shiro Tozaki) [Illustration by Ippei Minami],1976,Weekly Shonen Jump,0,
13599,Taste Ippei one-shot;;;;;Mikaku Ippei;Mikaku Ippei;Taste Ippei Mikaku Ippei Mikaku Ippei,Original story (Tozaki Shiro) [Illustrations: Horiuchi Gen],1988,Monthly Shonen Jump,0,
18342,Misaki's vessels: The scarlet from then on runs serialization ends;The scarlet from then on runs;The scarlet from then on runs;Misaki's vessels;The scarlet from then on runs;Misaki's vessels;The scarlet from then on runs;Misaki's vessels;Misaki's vessels;The scarlet from then on runs;The scarlet from then on runs,Original story (Joe Shizuki) [Illustrations: Aoiki Tetsuo],1999,Oh! SUPER JUMP,0,
28541,Radio-controlled wars;;;;;;Radio-controlled wars;Radio-controlled wars;Radio-controlled wars Radio-controlled wars,Original author (James Takagi) [illustrator: Akira Ishiyama],1979,Weekly Shonen Jump,0,
25326,sadistic boy;;;;; sadistic boy; sadistic boy sadistic boy sadistic boy,(Tori Maia),,,0,
52294,Sweet Mischief One-shot Sweet Mischief,(Saki Suzuki),2003,Girls Comics Special Edition,0,
33186,Birthday one-shot;;;;birthday;Birthday Birthday Birthday,(Furuhari Nori),,Newly drawn,0,
78319,UN-GOepisode:0 Causal Theory serialization ends UN-GO; Ango;; episode:0 Causal Theory; Episode Zero Ingalon; Ango; Episode Zero Ingalon Ango Ango Episode Zero Ingalon Episode Zero Ingalon,Original work (Noboru Aikawa) [Illustration: pako],2011,Monthly Newtype,0,
41867,RX-78 birth story one-shot;;;;RX-78 birth story;RX78 birth story;RX78 birth story;RX78 birth story;RX78 birth story,(Noboru Aikawa),1990,Gundam Magazine,0,
72098,Karakurikidenhiwousenki Karakurikidenhiwousenki Karakurikidenhiwousenki,Original story (by Noboru Aikawa) [illustrations by Hajime Jinguji],1999,Magazine Z,0,
72907,The strange steel fairy Louran serialization ended The strange steel fairy Louran;Kikousenyorouran;;Kikousenyorouran Kikousenyorouran Kikousenyorouran,Original story (Noboru Aikawa) [Manga: Unite Twins],,Magazine Z,0,
37309,Concrete Revolutio ~Superhuman Fantasy~ serialization ended;;;~Superhuman Fantasy~;Concrete Revolutio;Concrete Revolutio;Concrete Revolutio Concrete Revolutio Concrete Revolutio,Original story (Noboru Aikawa) [Illustrations: Nylon],2015,Young Ace,0,
46910,Concrete Revolutio Choujin Gensou Gaiden Magical Girl Tenka Gomen! Concrete Revolutio Choujin Gensou Gaiden; Concrete Revolutio Choujin Gensou Gaiden; Magical Girl Tenka Gomen!; Concrete Revolutio Choujin Gensou Gaiden Concrete Revolutio Choujin Gensou Gaiden,Original work (Noboru Aikawa) [Manga: Mutsuki Nago],,,0,
24935,Shikakenin Fujieda Baian [Saitou Takao edition]Serialization endedShikakenin Fujieda Baian;Shikakenin Fujieda Baian;;Shikakenin Fujieda Baian;Saitou Takao editionShikakenin Fujieda Baian Shikakenin Fujieda Baian,Screenplay by Noboru Aikawa [by Takao Saito],2001,Special Issue Comic Ran,0,
89892,Tenpo Ibun Yokaishi Serialization EndTenpo Ibun Yokaishi;Tempo Weibun Ayakasia Yasi;Tempo Weibun Ayakasia Yasi Tenpo Ibun Ayakasia Yasi,Original story (Noboru Aikawa) [Manga: Yaeko Ninagawa],2006,Young Gangan,0,
47336,PurePure; Pure; Pure Pure,STORY (Noboru Aikawa) [Art: Kenjiro Kakimoto],,,0,
2334,Reincarnation Legend Banga Reincarnation Legend Banga; Tensei Densetsu Banga;; Tensei Densetsu Banga Tensei Densetsu Banga,Screenplay (Noboru Aikawa) [Illustrations: Masaomi Kanzaki],,,0,
73489,Switch serialization ended Representative work switch; switch;; switch switch,(naked ape),2002,Stencil,0,
45133,Demon of the Isolated IslandSerialization endedDemon of the Isolated Island; Koto no Oni;; Koto no Oni Koto no Oni Koto no Oni,Illustration by naked ape [Illustration by: naked ape],2016,ARIA,0,
75442,A story about a samurai who was reincarnated and became an idolSerialization endedA story about a samurai who was reincarnated and became an idol;A story about a samurai who was reincarnated and became an idol;A story about a samurai who was reincarnated and became an idol A story about a samurai who was reincarnated and became an idol,(naked ape),,Princess,0,
78419,Suicide Line serialization ended Suicide Line;; Suicide Line Suicide Line,(naked ape),,Magazine data unknown/unregistered,0,
32682,di〔e〕ce-dice-serialization ended;;;;di〔e〕ce-dice-;dice;dice dice dice,Original story (Otoho Saki) [Illustrations: Kana Yamamoto],2007,Comic ZERO-SUM,0,
35038,Blood and Chocolate Series End Blood and Chocolate; Chito Chocolate;; Chito Chocolate Blood and Chocolate Chito Chocolate Chito Chocolate,(naked ape),2014,ARIA,0,
